        5	2020-02-24 10:52:43	1	0	0	0
        5	2020-02-24 10:52:52	1	0	0	0
       17	2020-02-24 10:54:18	1	0	0	0
        7	2020-02-24 10:55:51	1	0	0	0
        6	2020-02-24 10:57:07	1	0	0	0
       41	2020-02-24 10:58:54	1	0	0	0
       26	2020-02-24 11:00:10	1	0	0	0
       18	2020-02-24 11:01:25	1	0	0	0
       24	2020-02-24 11:03:20	1	0	0	0
       38	2020-02-24 11:04:59	1	0	0	0
        8	2020-02-24 11:06:20	1	0	0	0
       36	2020-02-24 11:07:37	1	0	0	0
       15	2020-02-24 11:09:13	1	0	0	0
       19	2020-02-24 11:10:10	1	0	0	0
       11	2020-02-24 11:12:57	1	0	0	0
       10	2020-02-24 11:14:07	1	0	0	0
       42	2020-02-24 11:15:55	1	0	0	0
        2	2020-02-24 11:17:09	1	0	0	0
        4	2020-02-24 11:18:21	1	0	0	0
       43	2020-02-24 11:20:02	1	0	0	0
       28	2020-02-24 11:21:39	1	0	0	0
       28	2020-02-24 11:21:41	1	0	0	0
       39	2020-02-24 11:23:33	1	0	0	0
        9	2020-02-24 11:24:57	1	0	0	0
       44	2020-02-24 11:26:23	1	0	0	0
       45	2020-02-24 11:27:33	1	0	0	0
       46	2020-02-24 11:28:36	1	0	0	0
       47	2020-02-24 11:29:36	1	0	0	0
       48	2020-02-24 11:30:48	1	0	0	0
       49	2020-02-24 11:31:52	1	0	0	0
       50	2020-02-24 11:33:05	1	0	0	0
       12	2020-02-24 11:34:26	1	0	0	0
       31	2020-02-24 11:36:28	1	0	0	0
       51	2020-02-24 11:38:00	1	0	0	0
       27	2020-02-24 11:39:09	1	0	0	0
       40	2020-02-24 11:40:40	1	0	0	0
       52	2020-02-24 11:42:35	1	0	0	0
       53	2020-02-24 11:43:38	1	0	0	0
       54	2020-02-24 11:44:52	1	0	0	0
       55	2020-02-24 11:46:27	1	0	0	0
       56	2020-02-24 11:47:24	1	0	0	0
       16	2020-02-24 11:48:44	1	0	0	0
       57	2020-02-24 11:49:59	1	0	0	0
       58	2020-02-24 11:51:16	1	0	0	0
       59	2020-02-24 11:52:17	1	0	0	0
       60	2020-02-24 11:53:40	1	0	0	0
       61	2020-02-24 11:54:42	1	0	0	0
       27	2020-02-24 12:00:03	1	0	0	0
       18	2020-02-24 12:00:16	1	0	0	0
       17	2020-02-24 12:00:24	1	0	0	0
       17	2020-02-24 12:01:20	1	1	0	0
       53	2020-02-24 12:01:34	1	1	0	0
       38	2020-02-24 12:01:41	1	1	0	0
       27	2020-02-24 12:01:45	1	1	0	0
       56	2020-02-24 12:01:52	1	1	0	0
       18	2020-02-24 12:01:59	1	1	0	0
        9	2020-02-24 12:02:18	1	0	0	0
       31	2020-02-24 12:02:38	1	0	0	0
       31	2020-02-24 12:02:47	1	1	0	0
        6	2020-02-24 12:02:55	1	1	0	0
       28	2020-02-24 12:03:06	1	1	0	0
       39	2020-02-24 12:03:15	1	1	0	0
       57	2020-02-24 12:03:24	1	1	0	0
       19	2020-02-24 12:03:49	1	0	0	0
       19	2020-02-24 12:04:01	1	1	0	0
        2	2020-02-24 12:04:39	1	1	0	0
       58	2020-02-24 12:04:48	1	1	0	0
       15	2020-02-24 12:05:00	1	1	0	0
       41	2020-02-24 12:05:06	1	1	0	0
       57	2020-02-24 12:05:13	1	1	0	0
       10	2020-02-24 12:05:27	1	1	0	0
       42	2020-02-24 12:05:38	1	1	0	0
        1	2020-02-24 12:07:25	1	0	0	0
       14	2020-02-24 12:09:00	1	1	0	0
       22	2020-02-24 12:10:38	1	0	0	0
        7	2020-02-24 12:10:58	1	1	0	0
       45	2020-02-24 12:11:07	1	1	0	0
       40	2020-02-24 12:11:12	1	1	0	0
       51	2020-02-24 12:11:18	1	1	0	0
        8	2020-02-24 12:11:27	1	1	0	0
       16	2020-02-24 12:11:40	1	0	0	0
       24	2020-02-24 12:12:19	1	1	0	0
        5	2020-02-24 12:14:42	1	1	0	0
       22	2020-02-24 12:14:48	1	1	0	0
       26	2020-02-24 12:15:04	1	1	0	0
        4	2020-02-24 12:18:29	1	1	0	0
       44	2020-02-24 12:23:37	1	1	0	0
       11	2020-02-24 12:26:11	1	1	0	0
       55	2020-02-24 12:30:27	1	1	0	0
       18	2020-02-24 12:31:07	1	0	0	0
       14	2020-02-24 12:31:14	1	0	0	0
       22	2020-02-24 12:31:22	1	0	0	0
       41	2020-02-24 12:31:33	1	0	0	0
       55	2020-02-24 12:31:48	1	0	0	0
        4	2020-02-24 12:32:33	1	0	0	0
       31	2020-02-24 12:32:41	1	0	0	0
       53	2020-02-24 12:32:50	1	0	0	0
       50	2020-02-24 12:33:26	1	1	0	0
        2	2020-02-24 12:33:32	1	0	0	0
       51	2020-02-24 12:35:10	1	0	0	0
       44	2020-02-24 12:35:34	1	0	0	0
       42	2020-02-24 12:37:59	1	0	0	0
       58	2020-02-24 12:38:14	1	0	0	0
       19	2020-02-24 12:40:38	1	0	0	0
       28	2020-02-24 12:40:49	1	0	0	0
       17	2020-02-24 12:41:15	1	0	0	0
       10	2020-02-24 12:42:21	1	0	0	0
       24	2020-02-24 12:46:03	1	0	0	0
       57	2020-02-24 12:46:51	1	0	0	0
       38	2020-02-24 12:47:21	1	0	0	0
        7	2020-02-24 12:47:31	1	0	0	0
        7	2020-02-24 12:47:32	1	0	0	0
        6	2020-02-24 12:47:42	1	0	0	0
        5	2020-02-24 12:47:56	1	4	0	0
       50	2020-02-24 12:49:37	1	0	0	0
       16	2020-02-24 12:50:32	1	0	0	0
       56	2020-02-24 12:53:29	1	0	0	0
       47	2020-02-24 12:53:37	1	1	0	0
       47	2020-02-24 12:55:04	1	0	0	0
       39	2020-02-24 12:55:16	1	0	0	0
        8	2020-02-24 12:55:49	1	0	0	0
       27	2020-02-24 12:55:54	1	0	0	0
        9	2020-02-24 12:56:00	1	0	0	0
       40	2020-02-24 12:56:09	1	0	0	0
       61	2020-02-24 12:56:19	1	0	0	0
       45	2020-02-24 12:56:36	1	0	0	0
       15	2020-02-24 12:59:30	1	0	0	0
       26	2020-02-24 13:00:48	1	0	0	0
       11	2020-02-24 13:04:38	1	0	0	0
       23	2020-02-24 13:20:08	1	0	0	0
       62	2020-02-24 14:08:52	1	0	0	0
       62	2020-02-24 15:32:00	1	0	0	0
       31	2020-02-24 17:00:05	1	1	0	0
        5	2020-02-24 17:00:09	1	1	0	0
        6	2020-02-24 17:00:18	1	1	0	0
        6	2020-02-24 17:00:19	1	1	0	0
       17	2020-02-24 17:00:25	1	1	0	0
       19	2020-02-24 17:00:30	1	1	0	0
       44	2020-02-24 17:00:37	1	1	0	0
       26	2020-02-24 17:00:44	1	1	0	0
       27	2020-02-24 17:00:49	1	1	0	0
       15	2020-02-24 17:01:22	1	1	0	0
       18	2020-02-24 17:01:38	1	1	0	0
       28	2020-02-24 17:01:47	1	1	0	0
       45	2020-02-24 17:01:51	1	1	0	0
       14	2020-02-24 17:02:01	1	1	0	0
       51	2020-02-24 17:02:05	1	1	0	0
       53	2020-02-24 17:02:09	1	1	0	0
       24	2020-02-24 17:02:13	1	1	0	0
        7	2020-02-24 17:02:16	1	1	0	0
        4	2020-02-24 17:02:22	1	1	0	0
        2	2020-02-24 17:02:25	1	1	0	0
       38	2020-02-24 17:02:33	1	1	0	0
       10	2020-02-24 17:02:37	1	1	0	0
       58	2020-02-24 17:02:42	1	1	0	0
       41	2020-02-24 17:02:46	1	1	0	0
       61	2020-02-24 17:02:50	1	1	0	0
       39	2020-02-24 17:03:05	1	1	0	0
       40	2020-02-24 17:03:11	1	1	0	0
        8	2020-02-24 17:03:17	1	1	0	0
       16	2020-02-24 17:03:20	1	1	0	0
       57	2020-02-24 17:03:25	1	0	0	0
       57	2020-02-24 17:03:39	1	1	0	0
        9	2020-02-24 17:03:43	1	1	0	0
       55	2020-02-24 17:03:47	1	1	0	0
       16	2020-02-24 17:03:53	1	1	0	0
       11	2020-02-24 17:03:57	1	1	0	0
       11	2020-02-24 17:04:04	1	1	0	0
       50	2020-02-24 17:04:08	1	1	0	0
       22	2020-02-24 17:04:16	1	1	0	0
       42	2020-02-24 17:04:21	1	1	0	0
       54	2020-02-24 17:04:26	1	1	0	0
       56	2020-02-24 17:05:40	1	1	0	0
       11	2020-02-26 07:16:19	1	0	0	0
       11	2020-02-26 07:16:28	1	0	0	0
       41	2020-02-26 07:16:43	1	0	0	0
       51	2020-02-26 07:19:22	1	0	0	0
       42	2020-02-26 07:21:19	1	0	0	0
        8	2020-02-26 07:21:28	1	0	0	0
       53	2020-02-26 07:27:46	1	0	0	0
       28	2020-02-26 07:27:51	1	0	0	0
       43	2020-02-26 07:31:11	1	0	0	0
       47	2020-02-26 07:31:37	1	0	0	0
       48	2020-02-26 07:33:19	1	0	0	0
       18	2020-02-26 07:34:25	1	0	0	0
       10	2020-02-26 07:35:24	1	0	0	0
       56	2020-02-26 07:40:13	1	0	0	0
       12	2020-02-26 07:40:23	1	0	0	0
       57	2020-02-26 07:40:37	1	0	0	0
       49	2020-02-26 07:41:29	1	0	0	0
       14	2020-02-26 07:42:28	1	0	0	0
       46	2020-02-26 07:42:37	1	0	0	0
       31	2020-02-26 07:42:45	1	0	0	0
        7	2020-02-26 07:42:50	1	0	0	0
       58	2020-02-26 07:42:58	1	0	0	0
       54	2020-02-26 07:43:03	1	0	0	0
       45	2020-02-26 07:43:08	1	0	0	0
       44	2020-02-26 07:43:25	1	0	0	0
       17	2020-02-26 07:43:40	1	0	0	0
       19	2020-02-26 07:43:44	1	0	0	0
       38	2020-02-26 07:43:56	1	0	0	0
       24	2020-02-26 07:46:01	1	0	0	0
       16	2020-02-26 07:49:33	1	0	0	0
        5	2020-02-26 07:51:21	1	0	0	0
        6	2020-02-26 07:51:56	1	0	0	0
        9	2020-02-26 07:52:07	1	0	0	0
       27	2020-02-26 07:53:23	1	0	0	0
       55	2020-02-26 07:54:08	1	0	0	0
       50	2020-02-26 07:54:13	1	0	0	0
       39	2020-02-26 07:55:58	1	0	0	0
       61	2020-02-26 07:56:34	1	0	0	0
       22	2020-02-26 07:57:24	1	0	0	0
       22	2020-02-26 07:57:30	1	0	0	0
       40	2020-02-26 07:59:02	1	0	0	0
        2	2020-02-26 08:00:17	1	0	0	0
       59	2020-02-26 08:01:23	1	1	0	0
       23	2020-02-26 08:01:51	1	0	0	0
       26	2020-02-26 08:04:41	1	0	0	0
        4	2020-02-26 08:12:17	1	0	0	0
        3	2020-02-26 09:46:52	1	0	0	0
       63	2020-02-26 09:48:25	1	0	0	0
       32	2020-02-26 09:49:50	1	0	0	0
       15	2020-02-26 10:08:28	1	0	0	0
       31	2020-02-26 12:00:06	1	1	0	0
       27	2020-02-26 12:00:10	1	1	0	0
       56	2020-02-26 12:00:14	1	1	0	0
